1352330572.216038,1.100000,5.942110,-1,0
1352330572.216090,1.100000,5.942110,-1,0
1352330572.671463,1.300000,5.318462,-1,0
1352330572.671514,1.300000,5.318462,-1,0
1352330572.681088,1.300000,5.014868,-1,0
1352330569.979059,2.400000,5.387507,-1,0
1352330572.671002,2.900000,5.201175,-1,0
1352330572.671053,2.900000,5.201175,-1,0
1352330572.671104,2.900000,5.201175,-1,0
1352330572.671155,2.900000,6.387073,-1,0
1352330572.676583,2.900000,5.351308,-1,0
1352330572.670950,3.100000,5.545185,1,0
1352330569.918694,3.400000,5.089274,-1,0
1352330572.677658,3.900000,5.067960,1,0
1352330572.677709,3.900000,5.067960,1,0
1352330572.677760,3.900000,5.067960,1,0
1352330569.657370,4.500000,5.013242,-1,0
1352330572.669875,4.900000,5.037908,1,0
1352330572.669926,4.900000,5.037908,1,0
1352330572.669158,5.000000,5.600082,1,0
1352330572.669210,5.000000,5.600082,1,0
1352330572.669261,5.000000,5.600082,1,0
1352330572.684211,5.000000,5.077182,1,0
1352330572.668544,5.700000,5.331468,1,0
1352330572.667213,5.900000,5.560554,1,0
1352330572.667213,6.000000,5.353010,1,0
1352330572.667264,6.000000,5.353010,1,0
1352330572.674944,6.400000,5.818498,1,0
1352330572.667776,7.500000,5.732051,1,0
1352330572.667827,7.500000,5.732051,1,0
1352330572.667623,7.600000,5.838287,1,0
1352330572.668134,8.000000,5.109291,1,0
1352330572.668186,8.000000,5.109291,1,0
1352330572.668237,8.000000,5.566244,1,0
1352330572.668288,8.000000,5.109291,1,0
1352330572.668032,8.100000,5.428102,1,0
1352330572.668083,8.100000,5.428102,1,0
1352330572.668032,8.200000,5.333043,1,0
1352330572.667162,8.300000,5.144983,1,0
1352330572.667213,8.300000,5.144983,1,0
1352330572.667008,8.400001,5.958318,1,0
1352330572.667827,8.500000,5.264327,1,0
1352330572.666547,8.600000,5.536345,1,0
1352330572.667571,8.700000,5.186390,1,0
1352330572.667623,8.700000,5.186390,1,0
1352330572.671770,8.700000,5.088715,1,0
1352330572.671821,8.700000,5.088715,1,0
1352330572.667469,8.800000,5.588929,1,0
1352330572.667520,8.800000,5.588929,1,0
1352330572.667571,8.800000,5.827923,1,0
1352330572.667623,8.800000,5.827923,1,0
1352330572.666138,8.900001,5.298571,1,0
1352330572.666189,8.900001,5.298571,1,0
1352330572.676173,9.100000,6.268796,1,0
1352330572.676224,9.100000,6.268796,1,0
1352330572.679347,9.100000,5.382097,1,0
1352330572.679399,9.100000,5.382097,1,0
1352330572.676070,9.200000,5.327226,1,0
1352330572.675968,9.300000,5.366575,1,0
1352330572.676019,9.300000,5.366575,1,0
1352330572.667264,9.400001,5.327454,1,0
1352330570.268493,9.500000,5.102585,-1,0
1352330570.268544,9.500000,5.102585,-1,0
1352330572.666342,9.600000,5.486478,1,0
1352330572.666752,9.600000,5.684547,1,0
1352330572.666803,9.600000,5.042710,1,0
1352330572.666855,9.600000,5.042710,1,0
1352330572.666906,9.600000,5.042710,1,0
1352330572.667110,9.800000,5.127404,1,0
1352330572.667162,9.800000,5.127404,1,0
1352330572.666086,10.100000,5.903777,1,0
1352330572.666138,10.100000,5.903777,1,0
1352330572.666189,10.100000,5.903777,1,0
1352330572.670746,10.100000,5.251575,1,0
1352330572.670797,10.100000,5.251575,1,0
1352330572.670848,10.100000,5.251575,1,0
1352330572.666086,10.200000,5.234860,1,0
1352330572.666138,10.200000,5.234860,1,0
1352330572.666035,10.300000,5.030592,1,0
1352330572.666086,10.300000,5.030592,1,0
1352330572.665626,10.400001,5.098902,1,0
1352330572.665677,10.400001,5.098902,1,0
1352330572.665933,10.400001,5.693032,1,0
1352330572.665984,10.400001,5.693032,1,0
1352330572.666496,10.400001,5.169218,1,0
1352330572.665882,10.500000,5.261508,1,0
1352330572.665677,10.600000,5.293795,1,0
1352330572.665728,10.600000,5.293795,1,0
1352330572.665779,10.600000,5.293795,1,0
1352330572.665831,10.600000,5.293795,1,0
1352330572.670643,10.600000,5.412530,1,0
1352330572.665626,10.700000,5.879364,1,0
1352330572.665421,11.000000,5.120494,1,0
1352330572.665472,11.000000,5.120494,1,0
1352330572.665523,11.000000,5.120494,1,0
1352330572.665575,11.000000,5.120494,1,0
1352330572.665318,11.100000,5.083202,1,0
1352330572.665370,11.100000,5.083202,1,0
1352330572.665421,11.100000,5.083202,1,0
1352330572.665882,11.100000,5.094558,1,0
1352330572.670131,11.300000,5.168303,1,0
1352330572.670182,11.300000,5.168303,1,0
1352330572.664448,11.400001,5.008415,1,0
1352330572.664499,11.400001,5.008415,1,0
1352330572.664551,11.400001,5.591927,1,0
1352330572.664602,11.400001,5.591927,1,0
1352330572.670080,11.500000,5.091763,1,0
1352330572.666957,11.600000,5.632928,1,0
1352330572.667008,11.600000,5.632928,1,0
1352330572.666650,12.000000,5.276140,1,0
1352330572.666803,12.000000,5.276140,1,0
1352330572.664755,12.100000,5.619972,1,0
1352330572.664807,12.100000,5.619972,1,0
1352330572.666547,12.100000,5.759309,1,0
1352330572.666599,12.100000,5.759309,1,0
1352330572.666701,12.100000,5.060543,1,0
1352330572.665882,12.400001,5.606864,1,0
1352330572.665933,12.400001,5.606864,1,0
1352330572.665984,12.400001,6.018523,1,0
1352330572.666035,12.400001,5.606864,1,0
1352330572.665831,12.500000,5.960096,1,0
1352330572.665882,12.500000,5.960096,1,0
1352330572.665933,12.500000,5.960096,1,0
1352330572.665984,12.500000,5.647077,1,0
1352330572.666855,12.500000,5.606991,1,0
1352330572.665779,12.600000,6.095139,1,0
1352330572.665831,12.600000,6.095139,1,0
1352330572.665882,12.600000,6.095139,1,0
1352330572.665933,12.600000,6.512717,1,0
1352330572.665882,12.700000,5.873115,1,0
1352330572.665984,12.700000,5.035317,1,0
1352330572.666035,12.700000,5.035317,1,0
1352330572.666803,12.700000,5.755829,1,0
1352330572.668493,12.700000,5.439381,1,0
1352330572.668544,12.700000,5.439381,1,0
1352330572.668595,12.700000,5.439381,1,0
1352330572.665728,12.800000,5.391547,1,0
1352330572.665779,12.800000,5.391547,1,0
1352330572.665831,12.800000,5.186416,1,0
1352330572.665882,12.800000,5.186416,1,0
1352330572.665933,12.800000,5.145618,1,0
1352330572.668391,12.900001,5.341756,1,0
1352330572.668442,12.900001,5.341756,1,0
1352330572.668493,12.900001,5.341756,1,0
1352330572.665575,13.000000,5.042608,1,0
1352330572.668339,13.000000,5.227950,1,0
